track_id,genre,lyrics
TRRZEZQ128F42B281E,Electronic,2:1 3:3 4:1 5:1 10:1 11:1 17:1 25:2 40:2 69:1 71:1 76:1 78:1 110:2 131:1 135:1 149:1 225:1 265:1 330:1 334:1 475:1 566:1 636:2 1179:3 1296:1 2199:1 2230:1 2682:1 4349:1
TRCYFKM128F932C2DA,Electronic,6:1 7:2 24:4 38:6 42:7 47:1 77:4 102:2 104:3 114:1 117:1 128:1 158:1 174:1 208:1 236:2 272:3 315:1 737:1 778:1 800:2 928:1 1212:1 1369:2 1447:1 1920:1 2164:2 2283:1 2515:1 2724:1 2865:1 3294:1 3794:1 3825:1 4107:1 4144:1 4365:1
TRTHLGC128F423779B,Electronic,1:5 2:2 3:2 5:1 6:3 8:1 9:2 10:5 11:1 12:1 14:1 15:1 16:1 19:2 22:1 23:2 25:1 27:2 29:1 30:1 32:1 36:3 39:1 40:1 54:1 84:1 92:1 101:1 151:1 213:1 215:1 221:1 259:1 264:1 280:1 281:1 302:1 308:1 381:1 502:1 631:1 639:1 789:1 792:2 946:1 981:1 1261:1 1303:1 1941:1 1998:1 2306:1 4006:1 4059:1 4149:1 4250:1 4786:1
TRWRSAF12903CB0D13,Electronic,1:13 2:2 3:11 4:4 6:4 7:1 8:2 9:7 12:1 15:2 16:8 20:11 22:2 23:2 27:2 30:1 32:9 33:4 35:2 36:3 43:2 61:1 63:1 66:2 68:2 70:2 82:2 86:2 92:2 94:2 96:9 101:2 105:1 113:1 142:2 185:9 238:4 248:1 407:2 416:2 485:2 573:1 2644:2 2884:1
TRXYRYP128F4273C6C,Electronic,2:7 3:2 4:4 7:2 9:2 11:1 12:1 13:2 14:1 17:1 21:3 25:2 30:3 34:1 44:1 61:1 67:2 105:2 118:1 122:1 123:2 125:3 135:1 192:3 212:1 240:1 254:1 278:4 279:1 354:1 381:1 390:1 393:3 396:2 440:2 478:1 544:1 647:8 764:1 829:2 1086:1 1112:2 1171:1 1219:2 1221:1 1222:1 1388:1 1483:1 1660:1 1834:1 1886:1 1917:1 2234:2 2439:2 2585:1
TRTBYUX12903CC5913,Electronic,1:5 2:3 4:2 5:4 7:3 10:1 11:2 15:2 31:1 34:1 37:1 45:1 49:1 52:1 59:1 71:1 72:1 74:1 85:1 113:1 121:1 122:1 141:1 142:1 148:1 155:3 176:1 195:1 234:1 242:1 290:1 291:1 343:1 373:1 375:2 440:1 512:1 635:1 914:1 915:1 961:1 1503:1 1576:1 1601:1 2509:1 4622:1
TRXCOBE128F425A3B0,Electronic,2:13 5:1 6:11 8:1 10:8 13:6 18:1 22:1 23:3 32:2 36:2 67:3 122:3 127:2 139:3 148:2 150:3 164:3 210:1 211:2 227:3 295:1 343:1 353:2 381:5 407:3 461:2 726:1 743:3 767:1 1042:1 1051:1 1193:2 1221:3 1308:2 1396:1 1512:2 1552:3 1693:2 2003:3 2385:1 2428:2 2529:1 2753:2 2819:2 3164:2
TRZULQD128F1465697,Electronic,1:1 2:2 5:1 8:3 9:2 11:1 19:3 20:1 28:2 29:2 180:1 184:1 248:3 249:3 328:1 417:1 437:1 456:1 489:1 566:1 622:1 735:1 758:1 861:2 2113:1 2339:1 2728:1
TRVQOWE128F145C2A1,Electronic,1:14 3:20 10:2 21:24 25:12 26:2 29:4 39:2 44:4 48:2 69:2 89:12 131:6 229:2 573:2 869:6 911:2 1695:2
TRAMETQ128F92E005C,Electronic,1:5 3:9 4:3 7:25 8:16 9:3 12:8 25:3 29:14 34:3 56:10 83:3 100:22 229:5 289:13 1446:3
TRKKCHY128F92C6AEA,Electronic,1:10 2:2 3:3 4:8 5:2 7:4 8:3 9:1 11:1 12:4 17:1 21:1 22:1 30:7 31:1 32:1 34:1 45:1 48:1 51:4 52:9 59:8 62:7 65:1 70:1 71:1 94:7 148:1 165:2 202:2 204:1 227:2 239:1 247:1 270:1 333:1 366:1 379:1 415:1 563:1 646:2 863:1 1152:1 2129:1 3296:1
TRTSSYQ128F42BCDD4,Electronic,1:6 2:9 3:8 4:1 6:5 8:3 11:8 15:6 18:8 20:6 21:3 25:3 43:5 59:3 61:3 63:3 74:3 75:3 108:3 132:3 152:3 167:3 251:2 301:3 343:3 407:3 429:3 443:5 1075:2 2366:3
TRFQOWG128E07823CD,Electronic,4:2 13:9 17:9 18:2 19:2 48:9 78:9 135:2 262:9 270:9 304:2 384:9 452:2 1330:9 1665:9 2016:2
TRIDWQG128F930BE3F,Electronic,19:2 35:1 44:1 74:1 97:1 331:2 339:2 392:2 982:1
TRVHXWF128F9329C22,Electronic,1:6 2:1 3:6 4:2 7:1 9:4 11:1 13:1 14:3 18:1 28:1 32:2 70:4 72:1 75:1 79:1 82:1 91:1 118:1 154:1 162:1 172:1 224:1 227:2 300:1 390:1 439:2 763:1 764:1 833:1 866:1 1069:1 1075:1 1184:2 1314:1 2166:1 2360:4 2569:1 2594:1 2991:2 3286:4 4356:2
TRTHQCC128F425FE20,Electronic,2:24 3:17 4:3 5:6 6:4 10:5 11:2 12:4 13:7 14:2 17:2 18:2 24:2 35:2 40:1 41:2 43:4 49:4 50:7 89:2 99:1 131:2 164:10 167:2 171:1 200:1 264:2 369:2 402:1 420:2 426:10 447:2 476:3 577:1 617:1 680:1 784:1 880:1 1497:2 1668:1 2070:2 2071:2 2098:1 2187:11 2631:1 3391:1 4484:1 4523:1
TROECWN128F427D557,Electronic,2:13 3:4 18:4 32:2 35:4 45:4 50:1 65:4 105:1 230:1 291:1 500:1 573:1 772:4 816:1 1270:4 1882:4 2457:1 3158:4 4871:2
TRECVEM128F4284E29,Electronic,1:20 2:2 3:20 4:3 6:2 7:2 9:17 11:2 12:1 13:2 15:1 16:16 18:2 21:1 24:3 25:2 28:1 31:16 34:5 35:2 44:2 50:1 52:1 62:8 65:1 67:1 68:1 70:1 78:2 86:8 89:1 96:1 101:1 108:1 120:1 157:1 211:1 249:2 262:2 282:2 402:2 434:16 523:1 758:1 769:1 838:1 991:1 1125:1 1144:1 1266:1 1385:1 1983:1 2479:1 2809:1 4898:1
TRZISIO128F424FF0D,Electronic,6:3 13:1 17:2 51:1 206:1 305:1 346:2 376:1 563:1 602:1 631:1 721:1 4418:1 4840:1
TRKQUSS128F4298AFE,Electronic,2:2 4:2 5:6 6:1 7:9 8:1 10:1 11:7 12:2 13:2 17:2 18:1 22:1 41:1 43:1 44:1 46:1 63:1 78:1 85:1 91:1 108:6 121:1 133:1 140:1 156:5 162:1 163:5 180:2 212:6 224:1 245:1 278:2 332:1 443:1 542:1 609:1 751:1 1111:1 1145:1 1241:1 1584:1 1656:1 4124:1
TRFTFGN128F4265937,Electronic,1:1 2:2 8:3 12:2 13:1 15:1 17:1 26:1 28:1 30:1 31:1 33:1 34:1 57:1 122:1 200:1 261:1 438:1 551:1 569:1 700:1 713:1 850:1 1069:1 1133:1 1269:1 2453:1 2650:1 3396:1 4046:1
TRLVASC128F42252FE,Electronic,2:10 3:8 4:2 5:10 6:1 9:1 10:1 13:1 14:3 15:1 16:1 17:2 18:3 19:1 23:2 26:1 28:1 32:8 33:1 34:2 35:4 40:1 43:1 45:2 67:1 99:1 107:2 108:2 142:2 154:1 162:3 172:1 173:2 199:1 213:1 219:2 255:2 291:1 327:2 354:14 372:2 499:1 608:7 720:2 761:1 998:1 1075:7 1412:1 1534:2 1617:1 2098:1 2227:2 2413:1 3238:1 3897:1
TRMVYPM128E0786B1A,Electronic,1:2 3:7 4:2 5:1 6:5 8:4 9:11 12:2 13:4 14:4 15:1 16:9 19:5 21:2 22:2 28:1 29:1 33:1 35:1 36:1 45:1 52:4 56:1 58:1 61:2 62:2 70:2 72:1 73:1 76:2 81:4 97:4 109:1 168:1 175:1 242:1 245:1 261:1 316:2 384:1 398:4 430:1 504:1 542:1 763:1 851:1 1108:1 1645:1 1686:1 2814:1 3154:1 4787:1
TREUAKX128F426F67A,Electronic,28:4 97:2 218:3 463:5 480:6 498:4 579:10 653:4 1113:1 1122:6 2884:1 3307:4 3444:3 3962:3 4352:3
TRUBOMG128E0781927,Electronic,2:16 10:12 17:1 51:1 72:1 159:10 203:1 215:12 234:10 237:10 248:10 268:10 290:10 327:10 338:1 447:12 502:10 566:1 1868:1 1870:1 3284:1 4121:1
TRTEUKK12903CC55A1,Electronic,1:3 3:4 4:1 7:1 8:1 9:1 16:1 18:1 21:2 22:1 23:2 30:1 56:1 59:1 62:1 79:1 93:1 94:1 153:1 197:1 281:1 310:1 331:1 356:2 394:1 909:1 1440:2 1635:1 1780:1 2610:1 3003:1 3867:1 4574:1
TRTXKYQ128F92DDD94,Electronic,1:18 3:8 4:4 7:3 8:1 17:1 18:1 22:15 24:4 28:2 30:18 33:2 51:12 55:1 57:22 72:2 85:9 88:2 98:12 130:1 186:4 234:1 247:1 260:1 341:4 666:6
TRHNOUF128F14A0121,Electronic,1:20 2:10 3:15 4:10 5:10 6:10 7:14 13:10 15:5 18:5 20:15 22:5 25:5 27:10 33:5 39:5 49:5 58:5 61:11 73:5 89:5 119:5 122:5 132:5 212:5 220:5 230:5 260:5 301:5 318:5 384:5 575:5 591:5 663:5 705:5 939:5 1042:5 1446:5
TRQHFYK128F4292350,Electronic,21:1 25:1 379:1 466:1
TRHBKOG128F932994E,Electronic,3:2 4:4 7:2 9:4 12:6 18:4 19:2 22:2 25:2 27:2 30:2 31:2 32:2 33:2 55:2 56:2 74:2 75:2 82:2 83:2 87:2 89:2 107:2 111:2 221:2 254:2 275:2 335:2 770:2 1078:2
TRYIBEO128F93299A9,Electronic,2:8 4:3 5:1 6:2 10:2 12:2 13:3 17:2 24:1 25:1 48:1 50:1 79:1 93:1 146:1 194:1 213:1 249:1 367:1 487:1 535:1 564:1 596:1 698:1 769:1 864:1 898:1 959:1 987:1 1031:1 1035:1 1634:1 1675:1 2001:1 2026:1 2096:1 2227:1 2231:1 3459:1 3564:1 4302:1 4622:1
TRLAEXG128E0781F8B,Electronic,1:4 2:4 4:7 5:9 6:12 7:4 9:2 10:7 11:8 12:4 15:2 19:2 21:2 22:4 23:2 24:1 26:4 28:3 30:2 43:2 49:1 51:2 52:8 57:5 59:2 60:5 67:2 72:4 74:3 82:2 85:6 105:3 106:2 107:2 131:2 132:1 147:6 165:1 185:2 186:4 276:6 310:2 392:3 403:2 484:1 529:2 676:2 901:2 1042:2 1118:2 3014:1 3093:1 3571:4 3900:6
TRUPBXY128F145309E,Electronic,1:19 2:1 3:6 4:5 5:5 6:2 7:4 8:5 9:3 10:1 11:1 12:2 15:3 17:2 20:1 21:4 22:1 26:2 31:1 32:2 41:2 51:2 55:1 62:2 97:2 108:1 109:4 113:5 124:1 131:2 137:2 162:2 169:4 172:2 178:2 256:2 265:2 303:2 316:2 366:10 402:2 449:2 452:1 561:1 564:1 617:2 745:1 751:1 823:1 1032:2 4039:1
TRCTSBL12903CC82E3,Electronic,1:9 3:3 4:9 8:9 12:5 13:4 17:3 25:5 44:1 62:4 83:6 111:6 216:1 233:1 240:5 248:1 258:1 277:2 290:1 468:4
TROZUVK128E0786D34,Electronic,1:7 2:15 3:1 5:7 6:4 8:3 11:5 12:3 13:13 14:4 15:2 17:3 20:1 21:2 22:8 25:2 28:3 39:8 40:2 44:5 46:2 59:1 61:1 71:3 75:5 76:1 79:5 85:4 88:2 91:2 92:1 119:2 121:1 131:1 146:3 150:3 161:2 162:3 194:1 250:2 251:2 274:1 285:2 290:3 324:3 374:1 389:5 403:2 513:4 595:2 748:1 1809:1 1853:2 1924:1 4025:2 4752:1
TRTBOVT128F92F77C5,Electronic,1:30 2:16 4:6 5:4 6:18 8:4 9:4 10:13 11:1 12:2 13:15 20:25 25:5 28:8 30:14 31:2 34:6 36:1 54:1 61:1 65:2 86:1 95:7 107:1 138:1 162:1 169:1 180:1 214:13 216:1 240:2 274:6 328:1 349:13 413:1 430:2 431:6 445:1 475:13 480:1 487:1 518:1 554:1 575:1 596:4 735:1 763:1 815:7 859:1 885:1 1394:1 1414:1 2452:1 2488:1 2756:1
TRABTQB128F42269BD,Electronic,1:1 42:13 90:2 181:14 474:2 482:4 572:7 632:7 695:2 708:4 710:4 794:2 826:4 887:1 972:3 1201:1 1246:1 1282:6 1311:2 1328:2 1380:1 1416:4 1516:2 1673:1 1691:2 1736:2 1865:1 2014:1 2280:1 2574:2 2843:1 3144:2 3153:2 3178:2 3209:2 3233:1 3463:1 3654:1 4080:12 4257:12 4529:2
TRGWFBD128F42BA4A7,Electronic,1:4 2:19 5:1 6:1 9:24 11:33 12:2 13:1 16:24 20:2 22:1 23:1 26:2 28:1 36:1 39:2 45:4 49:1 50:1 52:1 72:2 75:1 79:3 81:1 83:3 91:1 99:5 143:1 146:1 167:1 180:2 258:2 305:1 318:1 328:17 353:1 395:17 445:1 489:24 585:1 690:1 812:1 854:1 953:1 1091:1 3066:1 3717:1 3795:1 4644:1
TRALOBE12903CDA6C5,Electronic,1:9 2:4 3:9 4:1 5:2 7:7 10:2 11:2 13:2 14:1 18:7 20:2 21:2 23:7 24:1 27:1 29:3 31:2 32:1 43:5 44:2 45:1 50:12 58:1 66:1 69:1 75:1 78:1 88:1 111:1 146:2 164:1 247:1 306:1 345:1 355:2 369:1 443:1 451:12 467:1 468:1 483:2 499:1 745:1 1121:1 1307:1 1364:1 1394:2 1755:1 2275:1 2717:2 3281:1 3601:1
TRHRUYS12903CC7851,Electronic,1:1 10:2 19:2 22:2 31:1 33:2 44:2 51:2 54:2 82:2 313:2 339:2
TRFWLXR128F9342C91,Electronic,21:1 46:2 97:6 122:1 158:1 181:4 189:1 218:9 365:1 385:2 400:4 428:1 442:2 480:5 511:1 541:6 559:1 579:5 671:4 706:1 785:4 1060:2 1088:5 1187:4 1399:2 1509:1 1556:5 1892:2 2859:2 2926:2 3041:3 3505:1 3518:4 3754:3 3802:2 4338:1 4623:3 4762:2 4820:2
TRPZLOT128F933EB02,Electronic,4:1 5:3 13:1 17:1 19:2 21:1 44:1 58:1 72:1 85:1 97:1 129:1 146:2 162:1 228:1 255:1 257:1 274:1 392:1 698:2 705:1 742:2 870:1 1740:1 1763:1 2119:1 3523:1
TRVMCMS128F427AF64,Electronic,1:2 2:10 3:1 5:2 6:5 8:1 10:8 12:3 14:1 15:2 17:1 21:2 23:2 36:4 39:1 40:1 43:1 50:1 56:1 64:2 71:1 82:2 87:1 88:1 118:6 126:6 133:1 142:1 203:1 210:1 234:1 239:1 269:1 469:2 528:2 776:1 854:2 982:1 1371:1 1432:1 2054:2 2406:13 2800:1 2817:1 3287:1 4299:13
TRDVDQZ128F9302206,Electronic,1:4 2:4 3:1 5:2 8:4 9:1 11:3 12:1 13:1 20:3 23:1 28:1 29:1 31:1 36:1 46:2 50:1 69:1 82:1 89:1 127:2 135:1 153:1 154:2 233:1 292:1 326:1 373:1 376:1 406:1 467:1 583:1 717:1 840:1 910:2 1459:1 1660:1 2079:1 2177:1 2434:1 3671:1 4037:1
TRSOLRX12903CBEFB6,Electronic,1:16 3:24 4:1 5:1 7:2 8:2 9:15 14:2 15:1 16:1 18:2 20:1 21:1 28:2 29:1 39:1 40:1 41:1 44:8 48:3 51:2 56:2 63:10 68:3 70:12 71:1 78:2 83:1 84:1 85:1 88:1 94:2 100:2 101:1 109:2 113:2 116:6 121:2 123:2 124:2 135:1 139:1 166:1 169:1 185:4 188:2 229:1 232:1 233:1 292:1 313:2 375:1 512:1 546:1 825:1 2769:1
TRJANAP128F933C942,Electronic,2:5 3:3 4:19 6:1 8:2 10:1 13:1 19:3 21:3 23:1 41:2 49:3 59:1 69:3 78:3 85:1 93:1 143:1 150:1 152:1 154:2 157:1 206:1 224:1 230:1 250:1 278:1 308:2 375:1 406:9 432:1 492:1 991:10 1062:1 1112:2 1130:1 1181:1 2873:1
TRPBODT128F9329C34,Electronic,4:1 18:1 24:1 37:1 39:2 75:1 78:1 139:1 1407:1 3837:1 3889:1 4372:2
TRHMMPY128F4281FF2,Electronic,1:1 2:3 3:2 7:2 12:6 14:6 15:6 16:1 33:2 34:25 43:6 51:27 59:2 62:2 98:6 106:5 116:4 120:3 129:5 144:3 157:3 201:4 237:4 241:4 378:24 406:3 415:2 584:2 922:28
TRXFYFN128F1485831,Electronic,1:11 2:5 3:9 4:3 5:7 7:3 8:2 9:6 10:1 11:1 12:1 14:1 15:2 16:2 18:6 19:3 20:5 23:19 26:8 28:4 29:1 34:1 37:2 41:1 65:1 66:1 67:1 91:1 94:5 99:4 107:5 113:1 127:4 136:8 142:5 152:12 186:1 190:4 203:4 295:1 308:1 352:2 358:1 394:5 474:8 509:1 518:1 551:4 651:2 845:1 941:1 3258:2
TRCFYAF128F42935E5,Electronic,1:7 2:5 4:2 5:5 7:2 10:3 11:2 13:1 20:3 22:2 23:1 26:1 35:1 50:1 51:2 55:1 56:1 59:1 61:1 64:1 71:1 74:2 78:2 85:1 91:1 116:1 220:1 245:1 249:1 252:1 267:1 299:1 347:4 353:1 364:1 435:1 440:2 451:1 516:1 619:1 805:1 824:1 921:1 925:2 947:1 1042:1 1144:1 1420:1 1611:1 2242:1 3857:1
TRGCBNZ128F42AC944,Electronic,1:30 2:20 4:11 5:11 6:5 10:1 11:10 12:3 13:13 15:5 17:5 22:5 26:10 28:5 30:3 34:5 44:5 45:1 48:2 50:3 52:3 54:5 65:5 71:1 75:5 95:5 120:5 131:5 135:5 155:15 200:5 207:5 265:1 307:1 316:5 409:5 426:5 863:5 934:5 1171:5 1204:5 1365:1 2044:1 3419:2
TRJRGEC12903CC7859,Electronic,2:13 3:11 4:3 7:1 8:2 9:3 10:3 12:1 14:1 17:1 18:8 33:1 40:1 46:2 48:1 51:1 53:1 61:1 62:2 63:1 64:2 74:2 103:1 132:1 156:1 161:1 173:2 176:2 192:2 235:2 240:1 269:2 289:2 324:1 370:1 395:1 439:1 476:2 478:1 517:2 523:2 569:1 612:1 684:1 712:1 827:2 997:1 1111:1 1173:1 1262:1 1329:1 1387:2 1635:2 1829:1 2453:1
TRKYOTI12903D022D7,Electronic,2:7 3:6 4:2 5:3 6:3 8:2 12:1 13:2 14:1 21:5 22:1 26:1 27:5 28:2 39:1 41:1 61:5 63:1 67:1 71:1 74:1 93:1 95:2 108:5 111:1 124:1 133:1 139:1 150:1 206:1 214:1 234:1 235:1 254:1 269:3 278:1 280:1 290:1 393:2 464:1 483:1 591:1 635:1 766:2 858:1 905:1 1289:1 1921:1 2685:1 2765:1
TRNKHRF128E07818C5,Electronic,1:1 2:1 3:3 4:2 8:2 9:2 12:1 21:2 29:1 33:1 43:1 44:1 64:1 131:1 135:1 147:1 163:2 187:1 223:1 297:1 445:1 1333:1 1488:1
TRFQMJM12903CB8AC0,Electronic,1:4 2:5 3:2 4:4 5:2 7:1 8:6 9:3 11:4 12:2 25:2 28:3 34:3 40:1 51:1 57:1 63:1 65:1 67:1 70:3 75:3 85:1 95:2 105:1 109:1 113:2 116:1 133:1 136:1 147:1 157:1 196:1 203:1 215:1 237:1 247:1 260:1 304:1 322:3 353:1 380:3 384:1 458:1 467:1
TRXDZCA12903CB3E22,Electronic,1:2 2:2 3:8 4:1 5:2 6:5 8:2 9:3 10:1 12:2 13:2 14:3 15:4 16:1 18:1 20:1 24:2 25:1 26:1 29:1 31:6 33:6 34:2 36:13 39:1 51:1 52:1 57:1 69:1 71:1 83:1 99:1 120:3 121:4 141:5 219:5 224:1 227:1 267:1 295:18 357:1 517:4 569:1 619:1 768:2 845:3 908:1 912:1 1026:3 1174:5 1216:1 1323:1 1537:3 2923:1 4727:1
TRYVEAL128F92F8A00,Electronic,1:14 3:10 4:7 5:1 6:2 8:18 9:3 10:8 11:9 12:8 13:5 14:1 15:2 16:3 19:16 23:6 25:5 26:15 27:13 29:1 31:3 33:3 35:2 40:2 43:5 45:10 54:2 55:6 81:2 88:2 109:10 118:3 121:2 131:2 142:9 147:1 211:6 213:1 214:2 231:6 238:1 251:1 267:1 275:1 416:5 469:1 1109:5 1401:2 2205:1 2239:2 3987:2
TRNSFKK128F9329F7E,Electronic,1:3 3:3 5:1 6:4 7:1 10:1 13:2 14:1 20:2 23:2 39:1 107:2 122:1 180:1 196:1 512:1 1075:1 1469:1 1950:1
TRZSNZB128F930220A,Electronic,1:3 2:2 3:1 4:2 8:2 9:1 10:1 11:1 12:2 13:2 15:1 21:1 22:2 23:1 28:2 29:2 30:3 31:3 36:2 39:2 41:1 48:1 57:1 58:1 61:1 64:1 71:2 99:2 124:1 127:1 139:1 154:1 166:1 182:1 233:1 238:1 251:1 269:2 324:2 377:1 406:1 413:1 438:1 542:1 610:1 723:1 733:1 769:1 911:1 2545:1 2590:1
TRMYZMN128F425B71A,Electronic,1:1 2:4 4:4 11:2 13:1 17:1 32:2 51:3 87:2 125:2 528:2 779:1 946:1 1130:4 1405:1 1602:3 1871:2 4059:4 4452:2
TRZLRVO12903CC9AFB,Electronic,1:2 2:2 3:8 5:6 7:11 8:5 10:5 11:5 12:2 13:2 15:4 23:2 25:1 28:3 29:2 33:2 43:2 66:4 81:3 101:2 119:2 129:2 132:3 147:1 148:1 153:3 168:3 217:3 354:2 379:2 510:3 518:2 1068:2 1263:3 1377:1 1425:5 1598:1 1714:1 1939:2 2137:4 2313:2 2794:5 3516:2 3990:1 4315:2 4811:4 4831:2 4887:1
TRWZBIE128C719670F,Electronic,2:1 6:1 11:1 61:1 436:1 716:3 875:1 1438:1 1957:3 2019:1
TRJCMQA128F146374E,Electronic,1:7 2:5 3:7 4:4 5:7 7:8 8:5 10:7 11:9 12:3 14:3 17:1 20:3 22:1 23:2 30:2 31:4 35:1 40:4 41:4 46:2 51:4 62:1 68:1 91:1 92:1 93:1 111:4 127:2 140:1 173:1 205:8 206:4 211:1 219:3 267:1 280:2 312:7 328:1 451:1 542:5 633:4 635:4 672:1 997:1 1167:2 1217:1 1662:1 1758:1 3230:4
TRTKVLB128F9320F09,Electronic,1:4 3:4 6:4 8:1 15:1 19:1 23:1 24:4 36:4 48:1 57:2 62:1 75:1 76:12 83:4 86:2 94:3 106:10 169:3 175:21 200:1 300:1 633:3 1070:2 1135:1 1197:4 1204:1 1253:2 1343:1 3080:1 3400:1 4742:1 4959:18
TRGBIPV128F9335F8F,Electronic,1:1 3:1 4:1 7:1 20:1 29:1 34:1 56:1 62:1 91:1 103:1 302:1 340:1 607:1 1261:1 2570:1
TRGXQYE12903CA15C6,Electronic,1:8 3:1 8:1 10:1 11:1 15:2 20:6 25:3 26:1 28:2 30:7 31:2 36:7 37:2 61:6 68:1 84:3 113:1 119:1 147:1 166:2 168:1 223:1 289:9 364:1
TRKUXYX12903CC53D1,Electronic,2:11 3:2 6:1 7:2 8:1 9:1 10:4 11:2 12:1 13:5 16:1 18:7 19:7 25:2 30:1 31:1 34:1 103:1 115:1 116:1 165:1 200:1 219:1 240:2 361:1 368:1 423:1 694:1 811:1 837:1 1235:2 1268:1 1829:1 2194:1 2388:1 3469:1
TRHPVZR128F9329FC6,Electronic,1:11 5:8 10:4 13:1 20:7 32:3 75:3 82:2 83:12 108:2 127:12 182:4 197:1 205:3 240:2 301:2 524:2 782:4 1156:3 1361:4 1518:1 2006:1 2735:4 3337:3 3620:1
TRPNUUH128F92E624F,Electronic,1:6 3:2 7:2 9:2 15:2 31:2 40:2 43:2 55:2 66:2 74:2 123:2 133:2 139:2 142:2 159:2 172:1 416:2
TROFIKR128E0788A99,Electronic,243:3 266:5 277:8 319:3 665:3 675:3 903:6 1237:3 1701:3
TRIRNXD128F932D971,Electronic,1:2 2:2 3:10 5:17 6:1 8:11 9:6 12:2 14:1 15:1 16:6 19:18 21:1 22:19 27:2 28:2 29:3 30:1 61:2 62:2 63:3 86:3 95:4 97:16 107:17 120:1 134:3 162:1 180:3 200:1 203:3 270:1 283:1 306:1 340:1 382:1 483:1 1125:1 1252:1 1448:1 1778:1 2125:1 2991:1
TRDGJHT128F425C07D,Electronic,2:29 19:5 24:31 26:5 31:5 48:1 49:5 57:19 230:5 291:2 436:1 573:3 618:1 893:1 1471:48 1515:31 2019:12 2514:36 2682:3
TRKNGFR128F42480EC,Electronic,1:9 3:14 6:3 7:5 16:3 18:3 19:16 21:6 22:3 23:6 25:10 27:3 28:2 44:2 46:1 50:2 56:6 62:8 63:2 73:6 84:10 101:3 103:3 122:3 152:6 157:3 163:3 266:7 319:10 377:3 447:3 462:6 1947:3
TRDJKNB128F92F6B0F,Electronic,1:2 2:1 3:14 4:3 7:26 8:2 14:1 15:11 16:2 29:2 33:2 36:1 40:1 61:1 62:11 73:4 100:12 237:1 239:1 267:1 275:1 310:1 329:1 330:1 353:1 516:1 676:1 1026:2 2215:2
TRVKJOK128F425C199,Electronic,1:10 2:8 6:8 13:2 14:22 23:1 27:1 32:1 36:8 40:6 51:8 55:6 58:6 61:4 68:4 72:4 74:5 75:1 81:2 85:4 91:2 111:4 162:1 163:1 196:3 235:2 245:1 289:4 424:5 460:8 481:1 513:17 666:4 712:1 753:5 830:8 1307:3 1415:1 3386:3 4782:4
TRARUWS128F4246A79,Electronic,9:1 10:5 22:5 28:2 54:2 97:9 102:1 122:1 158:3 181:5 189:17 218:3 226:2 361:2 365:1 385:3 400:1 410:1 442:5 462:3 463:1 480:1 498:1 550:6 559:2 586:2 653:3 671:4 695:2 703:1 734:4 740:2 807:2 839:1 919:1 1082:2 1088:3 1122:2 1509:1 1556:3 1587:3 2065:2 2483:1 2665:1 2680:1 3117:1 3224:2 3533:1 3605:2 3638:3 3790:1 3962:1 4256:1 4364:1 4421:1
TRIKBXY12903CE9105,Electronic,1:7 2:4 5:1 7:4 8:4 9:6 10:6 11:3 14:2 15:4 16:3 18:3 22:2 29:3 36:3 43:6 44:2 49:3 55:3 59:4 82:4 89:8 100:1 115:3 119:3 178:6 238:1 284:2 376:2 425:4 495:1 640:2 686:3 786:6 2740:3
TRMCGSC128F93113DE,Electronic,6:3 77:1 104:2 128:1 174:1 411:1 436:11 644:10 737:2 984:1 1628:2 3129:1 4026:1 4961:2
TREQYYF128F4284649,Electronic,6:1 38:14 42:11 47:8 90:4 102:6 112:1 114:8 181:2 243:1 246:1 273:2 383:1 397:4 408:7 457:2 496:1 598:2 675:1 702:1 887:4 903:4 986:2 1030:4 1035:1 1128:4 1134:5 1237:1 1275:1 1374:4 1384:1 1747:1 1774:5 3349:6 3388:4 3789:1 3901:6 4113:1 4241:4 4659:1 4709:1 4765:6
TRPBAHZ128F931B2C1,Electronic,1:1 2:5 3:1 4:4 6:1 7:1 10:3 12:1 13:2 14:1 22:3 30:1 31:1 32:1 40:1 43:1 45:1 51:1 61:1 65:1 66:2 67:2 71:1 72:1 74:2 75:2 91:1 119:2 139:1 142:2 153:1 199:1 234:2 324:1 328:1 415:1 429:2 451:1 512:1 581:2 613:1 810:1 963:1 1062:1 1138:1 2121:1 4486:2
TRAXURT128E078420C,Electronic,1:12 2:10 9:8 16:8 54:10 157:8 390:10 2205:2
TRVOJZQ128F427054E,Electronic,4:1 37:1 76:24 78:1 1038:3
TRGANCD12903CECB53,Electronic,1:4 2:4 4:3 5:5 6:2 7:1 10:3 12:5 13:1 14:1 15:1 19:10 22:1 23:2 27:8 32:1 44:10 51:10 53:3 62:1 69:5 76:2 85:2 86:1 94:1 109:1 121:1 129:1 136:1 144:1 206:1 216:2 257:1 282:2 328:1 417:1 425:3 475:1 582:2 731:1 861:13 866:1 1520:1 1651:1 1834:1 1984:1 2807:1 2851:1 2921:2 3408:3
TRSZHHK128F42601A4,Electronic,6:1 24:1 38:9 42:2 47:3 77:3 90:1 104:4 117:2 179:2 208:1 272:1 317:1 321:3 526:1 558:6 580:1 685:1 703:1 737:1 928:2 1052:2 1058:1 1220:1 1238:1 1297:1 1340:1 1403:1 1444:1 1484:1 1492:1 1793:1 1807:1 2188:1 2268:1 2584:1 2586:1 2707:1 3235:1 4079:1 4274:1 4927:1
